gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:status,erl:owner,erl:startDate,erl:endDate,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:status_uri,erl:specification_uri,erl:shape
ga.erl.mineview.333894,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333894,Lady Ethleen,historic mine,,,,method unknown,2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333894,POINT (139.96202280950004 -20.92703298176737)
ga.erl.mineview.333895,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333895,Little Bit,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333895,POINT (139.8032078065 -21.81355745965771)
ga.erl.mineview.333896,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333896,McLeod Hill,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333896,POINT (139.15119379359996 -19.938586614792595)
ga.erl.mineview.333897,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333897,Mount Frosty,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333897,POINT (139.9221981295 -20.778561567856407)
ga.erl.mineview.333898,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333898,Pioneer,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333898,POINT (140.2711925523 -20.98355573374809)
ga.erl.mineview.333899,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333899,Tom Cat,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333899,POINT (140.0171944133 -20.702560083949006)
ga.erl.mineview.333905,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333905,Binduli (Croesus 1999),historic mine,,,,"company supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333905,POINT (121.40339499999999 -30.84082302767717)
ga.erl.mineview.333907,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333907,Hope Downs JV,operating mine,Rio Tinto Limited,,,method unknown,250 metres,http://www.riotinto.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333907,POINT (119.12293060860002 -22.946910248176653)
ga.erl.mineview.333908,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333908,Ironstone,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333908,POINT (145.04149235 -17.722781989489572)
ga.erl.mineview.333909,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333909,Broula King,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333909,POINT (148.4394 -33.915900032329176)
ga.erl.mineview.333910,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333910,Greenvale,historic mine,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333910,POINT (144.8311000657 -18.9754701717244)
ga.erl.mineview.333911,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333911,Eulogie,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333911,POINT (150.4343750154 -23.84530405358632)
ga.erl.mineview.333912,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333912,Oceana,historic mine,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333912,POINT (145.3313998262 -41.91554051379695)
ga.erl.mineview.333913,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333913,Lucknow,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333913,POINT (144.9554727193 -19.025366208588274)
ga.erl.mineview.333914,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333914,Coorumburra,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333914,POINT (149.9510309304 -22.87866810037116)
ga.erl.mineview.333915,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333915,Spargoville - Location 1a,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333915,POINT (121.49171290809998 -31.31807811483439)
ga.erl.mineview.333916,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333916,Great Greta,closed,Yancoal Australia Limited,,,method unknown,999 metres,http://www.yancoal.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/closed,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333916,POINT (151.4197149228 -32.527479991601076)
ga.erl.mineview.333917,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333917,Mount Wyatt,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333917,POINT (147.3177414634 -20.878744555698592)
ga.erl.mineview.333918,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333918,Manning Range,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333918,POINT (119.50144429429999 -30.24618828582043)
ga.erl.mineview.333919,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333919,Gladstone/Eurimbula,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333919,POINT (151.2676817701 -23.845292389086303)
ga.erl.mineview.333920,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333920,Melon Prospect,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333920,POINT (120.7334698386 -27.86092924218638)
ga.erl.mineview.333921,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333921,Taabinga,mineral deposit,Moreton Resources Limited,,,method unknown,500 metres,http://moretonresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333921,POINT (151.82203830440002 -26.595260178477332)
ga.erl.mineview.333922,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333922,Cameby Downs,operating mine,Yanzhou Coal Mining Company Limited,,,method unknown,999 metres,http://www.yanzhoucoal.com.cn/en/node_121.htm,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333922,POINT (150.28717820059998 -26.578621731649662)
ga.erl.mineview.333923,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333923,Missouri,construction,Swan Gold Mining Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.swangoldmining.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/construction,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333923,POINT (120.9536 -30.220300026678494)
ga.erl.mineview.333925,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333925,Golden Delicious,mineral deposit,AngloGold Ashanti Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.anglogold.com/default.htm,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333925,POINT (122.45929999999998 -29.0136000247013)
ga.erl.mineview.333926,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333926,Argonaut,mineral deposit,,,,method unknown,50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333926,POINT (122.5780353113 -31.210043964563898)
ga.erl.mineview.333927,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333927,Vickers Laterite,mineral deposit,Gascoyne Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.gascoyneresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333927,POINT (117.30199999999999 -27.81590002271133)
ga.erl.mineview.333928,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333928,Grants and Alberts Quarries,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333928,POINT (140.70476320680004 -32.26185348579824)
ga.erl.mineview.333929,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333929,Ben Hur  - King of Creation,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333929,POINT (122.36729999999997 -28.16470002329241)
ga.erl.mineview.333930,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333930,Bugeye,historic mine,Minjar Gold Pty Ltd,,,method unknown,999 metres,http://www.minjargold.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333930,POINT (116.959256733 -28.982913848850554)
ga.erl.mineview.333932,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333932,Walhalla (Carnegie),operating mine,Ora Banda Mining Ltd,,,"State or NT agency supplied location, method unknown",500 metres,http://www.orabandamining.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333932,POINT (120.65020000000001 -30.15020002656479)
ga.erl.mineview.333933,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333933,Gormandale,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333933,POINT (146.6899983674 -38.28696101657884)
ga.erl.mineview.333934,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333934,Emily Ann,historic mine,Poseidon Nickel Limited,,,method unknown,999 metres,http://www.poseidon-nickel.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333934,POINT (120.48234387080001 -32.199697405303354)
ga.erl.mineview.333935,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333935,M1,historic mine,Minjar Gold Pty Ltd,,,method unknown,999 metres,http://www.minjargold.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333935,POINT (116.9369706599 -28.82756769769345)
ga.erl.mineview.333936,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333936,Copes Creek,historic mine,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333936,POINT (151.1978835936 -29.957655824551633)
ga.erl.mineview.333937,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333937,Sweeneys,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333937,POINT (145.20655183499997 -41.90890698269383)
ga.erl.mineview.333938,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333938,Joyners Find,mineral deposit,,,,method unknown,100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333938,POINT (119.95252973640001 -26.77750331968053)
ga.erl.mineview.333939,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333939,Laverton - Barnicoat SOG (2001),historic mine,,,,satellite image,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333939,POINT (122.50200000000001 -28.623000024054267)
ga.erl.mineview.333940,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333940,Peyes Farm Dam,mineral deposit,"Black Mountain Gold Limited, Intermin Resources Limited",,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333940,POINT (121.38580000000002 -30.697100027447195)
ga.erl.mineview.333941,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333941,Siberia-Wongi Hill (Gem),mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333941,POINT (120.9958672281 -30.236125722404143)
ga.erl.mineview.333942,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333942,Windermere,historic mine,,,,method unknown,250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333942,POINT (145.3127827512 -17.564380319605203)
ga.erl.mineview.333943,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333943,Inverell,historic mine,,,,method unknown,1000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333943,POINT (151.1510846023 -29.79525637558661)
ga.erl.mineview.333944,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333944,Smithfield,historic mine,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333944,POINT (152.5976912552 -27.658018585548117)
ga.erl.mineview.333947,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333947,Farleys Deposit,historic mine,Newmarket Gold Inc,,,"State or NT agency supplied location, method unknown",500 metres,http://www.newmarketgoldinc.com,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333947,POINT (144.5113 -36.67300003587366)
ga.erl.mineview.333948,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333948,Ben Hur Panel 3,historic mine,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333948,POINT (121.4138 -30.85930002770667)
ga.erl.mineview.333949,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333949,Moorlands,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333949,POINT (139.7013596559 -35.26227447594991)
ga.erl.mineview.333950,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333950,Ivanhoe North,historic mine,Banpu Public Company Limited,,,method unknown,500 metres,http://www.banpu.com/en_index.php,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333950,POINT (150.0100039414 -33.356854408629225)
ga.erl.mineview.333951,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333951,Howley Ridge,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333951,POINT (131.3209 -13.46590000344735)
ga.erl.mineview.333952,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333952,Hadleigh South,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333952,POINT (146.6154 -20.104700010618625)
ga.erl.mineview.333953,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/333953,Lake Lindsay,mineral deposit,,,,method unknown,500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/333953,POINT (148.7596344642 -23.044031448127193)
